"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
15,"Female","DE",1,1,2,5,5,5,4,3,3,3,4,1,5,5,4,0.27,1,0.67,0.53,0.93
42,"Female","DK",3,5,5,1,2,1,5,5,5,4,3,1,5,5,4,0.87,0.27,1,0.53,0.93
25,"Female","US",1,3,3,5,5,5,5,5,4,2,3,2,3,5,3,0.47,1,0.93,0.47,0.73
15,"Male","CA",2,3,2,5,4,3,4,4,3,3,4,1,3,3,3,0.47,0.8,0.73,0.53,0.6
17,"Female","IN",1,5,5,5,5,5,3,5,4,2,5,5,5,4,4,0.73,1,0.8,0.8,0.87
16,"Female","IN",3,5,3,5,5,5,4,5,5,1,1,1,5,5,5,0.73,1,0.93,0.2,1
26,"Male","AR",2,4,5,3,5,4,4,4,4,4,5,5,5,4,4,0.73,0.8,0.8,0.93,0.87
19,"Other","RO",1,2,1,2,2,2,2,4,3,2,3,1,5,4,3,0.27,0.4,0.6,0.4,0.8
37,"Female","RS",1,3,3,4,5,2,3,4,3,5,4,4,4,5,3,0.47,0.73,0.67,0.87,0.8
24,"Male","IN",3,4,2,4,5,5,3,5,4,3,5,3,4,4,4,0.6,0.93,0.8,0.73,0.8
19,"Female","PH",5,4,2,3,3,2,4,4,5,3,2,1,4,5,3,0.73,0.53,0.87,0.4,0.8
36,"Male","US",1,2,2,3,4,1,4,5,5,2,3,4,4,4,5,0.33,0.53,0.93,0.6,0.87
16,"Male","IN",3,4,4,4,3,4,4,4,3,2,4,2,3,4,4,0.73,0.73,0.73,0.53,0.73
24,"Male","IN",3,4,3,2,4,4,3,4,4,3,5,3,4,5,4,0.67,0.67,0.73,0.73,0.87
26,"Female","GH",4,5,5,3,3,2,4,3,5,4,5,5,4,3,5,0.93,0.53,0.8,0.93,0.8
20,"Male","PH",1,5,4,5,5,4,5,5,5,3,5,4,4,5,5,0.67,0.93,1,0.8,0.93
38,"Female","NL",1,1,1,5,5,5,2,3,3,1,2,4,4,3,2,0.2,1,0.53,0.47,0.6
15,"Female","US",1,1,1,4,4,1,3,3,3,5,4,2,5,4,5,0.2,0.6,0.6,0.73,0.93
17,"Female","DK",2,3,2,3,4,3,4,3,3,4,4,3,5,3,4,0.47,0.67,0.67,0.73,0.8
22,"Male","AU",1,3,1,4,5,4,4,5,3,3,4,4,5,5,1,0.33,0.87,0.8,0.73,0.73
20,"Female","MU",4,5,4,4,4,2,5,5,5,5,5,5,1,5,5,0.87,0.67,1,1,0.73
27,"Female","KE",1,3,3,1,1,1,5,5,1,5,5,1,5,5,2,0.47,0.2,0.73,0.73,0.8
42,"Female","PH",3,4,5,5,5,3,4,5,4,4,5,5,5,5,5,0.8,0.87,0.87,0.93,1
25,"Female","GB",2,3,3,3,4,3,4,5,3,4,5,4,4,4,4,0.53,0.67,0.8,0.87,0.8
39,"Female","US",4,5,5,4,4,3,5,4,4,5,4,5,4,4,4,0.93,0.73,0.87,0.93,0.8
23,"Male","IN",3,4,2,4,4,2,2,2,4,2,4,3,3,4,4,0.6,0.67,0.53,0.6,0.73
14,"Female","PH",1,1,2,5,5,5,3,3,3,3,2,1,5,1,4,0.27,1,0.6,0.4,0.67
21,"Female","GB",3,5,5,4,4,1,4,3,5,5,2,4,3,3,3,0.87,0.6,0.8,0.73,0.6
43,"Female","US",2,2,3,4,3,3,2,4,3,4,4,4,5,5,5,0.47,0.67,0.6,0.8,1
20,"Female","BR",1,1,1,5,5,5,3,3,1,1,3,3,2,2,2,0.2,1,0.47,0.47,0.4
19,"Female","HR",2,1,1,5,4,5,4,3,3,2,5,1,5,4,5,0.27,0.93,0.67,0.53,0.93
29,"Female","GB",5,5,4,5,4,4,4,4,5,3,3,3,4,4,5,0.93,0.87,0.87,0.6,0.87
23,"Female","GB",3,5,5,3,5,4,4,5,5,5,5,5,5,5,5,0.87,0.8,0.93,1,1
13,"Male","GB",1,3,1,1,3,1,1,5,5,1,5,2,4,5,3,0.33,0.33,0.73,0.53,0.8
17,"Female","GB",4,4,4,4,5,5,4,4,4,3,4,3,3,4,2,0.8,0.93,0.8,0.67,0.6
21,"Female","PH",4,4,2,1,2,2,4,4,4,2,2,1,3,4,3,0.67,0.33,0.8,0.33,0.67
35,"Male","US",3,4,5,3,4,2,4,5,4,4,4,5,4,5,4,0.8,0.6,0.87,0.87,0.87
29,"Female","US",3,5,5,5,4,4,5,5,5,3,5,4,5,4,4,0.87,0.87,1,0.8,0.87
13,"Male","US",3,3,4,1,2,1,3,4,4,4,4,5,5,4,5,0.67,0.27,0.73,0.87,0.93
13,"Female","US",2,4,3,1,2,2,2,4,2,5,3,3,1,3,3,0.6,0.33,0.53,0.73,0.47
13,"Male","US",2,2,2,1,2,1,4,1,3,4,3,1,4,5,2,0.4,0.27,0.53,0.53,0.73
13,"Male","US",3,3,2,4,5,5,4,3,4,4,3,3,5,5,5,0.53,0.93,0.73,0.67,1
13,"Female","US",4,4,4,3,3,3,4,3,3,4,4,3,3,3,3,0.8,0.6,0.67,0.73,0.6
13,"Female","US",4,3,4,5,5,4,4,4,5,5,5,5,4,3,4,0.73,0.93,0.87,1,0.73
13,"Male","US",5,5,4,4,3,2,5,3,3,2,5,3,5,5,5,0.93,0.6,0.73,0.67,1
13,"Male","US",4,4,5,1,1,1,3,4,2,5,4,3,4,4,5,0.87,0.2,0.6,0.8,0.87
13,"Female","US",4,4,4,2,2,2,4,3,4,4,4,3,4,4,4,0.8,0.4,0.73,0.73,0.8
13,"Male","US",1,5,5,4,5,1,5,1,3,1,3,3,4,5,5,0.73,0.67,0.6,0.47,0.93
13,"Female","US",3,4,4,4,5,5,4,4,4,1,2,2,3,1,3,0.73,0.93,0.8,0.33,0.47
14,"Male","US",5,4,5,2,2,2,4,5,3,3,3,3,4,5,5,0.93,0.4,0.8,0.6,0.93
13,"Female","US",2,3,3,3,4,2,3,4,3,4,4,4,2,4,5,0.53,0.6,0.67,0.8,0.73
13,"Male","US",5,4,4,2,4,1,4,3,3,4,3,4,1,2,2,0.87,0.47,0.67,0.73,0.33
13,"Female","US",3,5,5,3,5,5,5,3,3,4,5,5,4,3,3,0.87,0.87,0.73,0.93,0.67
14,"Male","US",1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0.2,0.2,0.2,0.2,0.47
13,"Male","US",3,5,5,1,1,1,5,5,5,5,5,5,5,5,5,0.87,0.2,1,1,1
13,"Male","US",5,5,5,1,1,1,4,3,2,4,4,2,2,3,4,1,0.2,0.6,0.67,0.6
13,"Male","US",5,5,5,1,1,1,5,3,3,5,5,5,5,5,5,1,0.2,0.73,1,1
14,"Female","US",3,3,2,2,3,2,5,4,5,3,2,3,4,2,3,0.53,0.47,0.93,0.53,0.6
13,"Female","US",5,5,5,2,1,1,5,5,5,5,5,5,5,5,5,1,0.27,1,1,1
13,"Male","US",1,2,2,4,4,4,3,2,2,3,3,5,5,2,2,0.33,0.8,0.47,0.73,0.6
13,"Female","US",5,5,5,1,3,1,4,4,5,1,3,1,4,1,4,1,0.33,0.87,0.33,0.6
14,"Male","US",4,5,5,5,5,3,5,5,3,2,5,4,5,3,5,0.93,0.87,0.87,0.73,0.87
25,"Male","SG",4,2,1,4,2,1,2,2,4,4,5,2,5,4,5,0.47,0.47,0.53,0.73,0.93
13,"Female","US",5,1,5,2,3,2,5,4,3,4,4,4,4,4,3,0.73,0.47,0.8,0.8,0.73
13,"Male","US",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0.2,1,1,1
24,"Female","PK",5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,0.73,1,0.73,1,1
42,"Female","HR",2,3,3,2,3,3,4,4,3,3,4,3,4,4,4,0.53,0.53,0.73,0.67,0.8
33,"Male","SE",5,5,5,1,3,1,5,5,4,5,5,2,3,5,5,1,0.33,0.93,0.8,0.87
20,"Female","(nu",3,4,3,4,5,3,4,4,5,4,4,4,5,4,5,0.67,0.8,0.87,0.8,0.93
41,"Female","US",3,5,5,1,4,1,5,5,5,4,5,5,5,5,5,0.87,0.4,1,0.93,1
26,"Female","US",4,5,5,4,4,2,5,4,5,3,4,2,4,5,4,0.93,0.67,0.93,0.6,0.87
17,"Male","US",5,5,5,3,5,5,3,3,3,1,2,3,5,4,5,1,0.87,0.6,0.4,0.93
38,"Female","US",4,4,4,2,2,2,3,4,4,3,3,2,4,4,5,0.8,0.4,0.73,0.53,0.87
17,"Male","US",2,5,5,1,1,1,5,4,4,2,4,4,5,4,4,0.8,0.2,0.87,0.67,0.87
35,"Female","US",1,5,2,2,1,2,5,5,5,5,5,5,3,5,5,0.53,0.33,1,1,0.87
21,"Male","AU",2,1,2,2,3,2,1,2,2,4,4,3,2,2,2,0.33,0.47,0.33,0.73,0.4
21,"Male","IN",4,2,2,4,2,4,3,2,3,2,4,3,3,4,3,0.53,0.67,0.53,0.6,0.67
27,"Female","US",3,5,5,3,5,3,5,5,5,2,4,2,5,5,4,0.87,0.73,1,0.53,0.93
17,"Female","US",1,3,2,5,5,2,5,5,3,4,5,4,5,5,4,0.4,0.8,0.87,0.87,0.93
28,"Female","US",4,5,5,4,4,4,5,5,5,2,4,5,4,5,4,0.93,0.8,1,0.73,0.87
14,"Female","CA",3,4,3,3,4,3,3,4,3,4,4,3,4,5,4,0.67,0.67,0.67,0.73,0.87
17,"Female","US",3,3,3,4,4,2,5,4,4,4,4,4,4,5,4,0.6,0.67,0.87,0.8,0.87
17,"Female","US",4,5,4,2,4,4,3,4,4,4,2,2,3,4,5,0.87,0.67,0.73,0.53,0.8
17,"Male","US",3,3,4,2,4,3,4,3,3,3,4,5,3,4,4,0.67,0.6,0.67,0.8,0.73
16,"Female","US",3,5,4,2,2,1,5,5,4,3,4,3,3,3,3,0.8,0.33,0.93,0.67,0.6
16,"Male","US",4,3,5,3,3,5,3,3,3,4,4,4,4,4,4,0.8,0.73,0.6,0.8,0.8
16,"Female","US",2,5,5,4,5,3,5,5,5,4,5,5,5,5,5,0.8,0.8,1,0.93,1
17,"Male","US",3,3,4,2,3,2,4,4,4,4,4,4,4,4,3,0.67,0.47,0.8,0.8,0.73
15,"Female","US",1,4,3,5,5,4,3,1,2,5,5,5,4,4,2,0.53,0.93,0.4,1,0.67
16,"Female","US",3,2,4,4,5,4,5,5,4,4,5,3,4,5,4,0.6,0.87,0.93,0.8,0.87
16,"Male","US",3,3,4,2,3,2,3,2,4,3,4,4,4,4,4,0.67,0.47,0.6,0.73,0.8
1997,"Female","US",3,3,3,4,4,4,4,5,1,1,3,5,4,1,2,0.6,0.8,0.67,0.6,0.47
17,"Female","US",2,5,4,5,5,5,3,4,3,5,5,5,4,4,3,0.73,1,0.67,1,0.73
16,"Male","AT",1,2,2,5,3,5,3,4,2,2,3,1,4,4,3,0.33,0.87,0.6,0.4,0.73
17,"Female","US",2,3,2,3,3,3,2,3,4,3,3,4,4,3,3,0.47,0.6,0.6,0.67,0.67
33,"Female","US",2,3,3,5,5,3,3,4,4,5,5,3,4,5,4,0.53,0.87,0.73,0.87,0.87
18,"Male","US",4,2,4,5,5,4,2,2,3,4,5,2,4,3,4,0.67,0.93,0.47,0.73,0.73
20,"Male","US",5,5,5,2,2,2,5,3,5,3,4,3,5,5,5,1,0.4,0.87,0.67,1
40,"Female","NO",1,1,1,5,5,5,3,5,4,2,3,2,4,4,4,0.2,1,0.8,0.47,0.8
19,"Female","SE",1,2,2,4,4,2,3,4,3,3,2,1,4,2,4,0.33,0.67,0.67,0.4,0.67
24,"Female","US",1,2,3,4,4,4,2,5,3,4,5,1,5,5,5,0.4,0.8,0.67,0.67,1
17,"Male","ID",2,3,3,4,4,4,2,3,2,3,4,1,3,3,2,0.53,0.8,0.47,0.53,0.53
18,"Male","TZ",3,5,5,4,3,4,5,3,4,1,5,1,5,5,5,0.87,0.73,0.8,0.47,1
15,"Female","SG",1,1,1,5,5,5,5,2,1,3,3,3,5,5,5,0.2,1,0.53,0.6,1
17,"Male","US",1,2,2,1,2,1,4,4,3,3,4,2,5,5,2,0.33,0.27,0.73,0.6,0.8
19,"Female","SK",4,3,3,5,3,4,3,3,3,2,3,3,5,3,5,0.67,0.8,0.6,0.53,0.87
24,"Female","US",3,3,4,5,5,5,5,5,3,5,5,5,5,5,5,0.67,1,0.87,1,1
32,"Female","US",1,3,3,5,4,3,3,4,3,3,4,3,3,4,3,0.47,0.8,0.67,0.67,0.67
20,"Female","FI",2,3,3,5,5,4,3,3,3,4,4,3,5,4,3,0.53,0.93,0.6,0.73,0.8
30,"Male","US",2,4,3,4,5,2,5,5,4,3,4,2,4,5,4,0.6,0.73,0.93,0.6,0.87
16,"Female","ES",1,1,3,4,5,5,2,3,2,3,4,2,5,5,4,0.33,0.93,0.47,0.6,0.93
34,"Male","US",2,3,4,5,5,5,2,4,5,4,4,4,3,5,4,0.6,1,0.73,0.8,0.8
31,"Female","RS",3,4,4,5,5,4,5,5,4,4,5,4,5,4,3,0.73,0.93,0.93,0.87,0.8
27,"Female","US",5,5,5,1,3,1,5,3,5,1,3,3,1,1,1,1,0.33,0.87,0.47,0.2
55,"Female","US",3,3,5,2,3,5,2,5,5,2,5,4,3,5,5,0.73,0.67,0.8,0.73,0.87
35,"Female","SE",4,4,4,3,4,2,3,3,3,4,2,4,5,4,4,0.8,0.6,0.6,0.67,0.87
60,"Male","US",1,4,2,1,4,1,3,2,4,4,2,2,5,5,5,0.47,0.4,0.6,0.53,1
48,"Male","CA",1,4,4,1,3,2,4,4,3,2,2,5,2,3,3,0.6,0.4,0.73,0.6,0.53
32,"Male","US",1,1,1,4,4,4,4,2,1,3,4,4,5,5,5,0.2,0.8,0.47,0.73,1
60,"Male","NL",2,3,4,1,3,1,3,3,4,2,3,4,2,3,4,0.6,0.33,0.67,0.6,0.6
58,"Female","US",3,4,5,1,4,1,5,5,5,1,5,1,5,5,5,0.8,0.4,1,0.47,1
22,"Male","BE",2,2,2,2,4,2,4,3,2,3,4,2,4,5,3,0.4,0.53,0.6,0.6,0.8
23,"Female","US",5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,1,0.8,0.93,1,1
19,"Male","LT",3,4,2,4,4,4,4,4,3,2,4,2,4,4,3,0.6,0.8,0.73,0.53,0.73
24,"Female","US",4,4,5,4,4,2,5,5,4,2,4,5,2,4,4,0.87,0.67,0.93,0.73,0.67
25,"Female",NA,1,2,4,5,5,3,3,3,3,3,3,3,4,4,4,0.47,0.87,0.6,0.6,0.8
45,"Female","NO",1,4,5,3,2,2,5,5,4,4,3,5,2,5,4,0.67,0.47,0.93,0.8,0.73
25,"Male","HU",1,3,2,3,4,1,4,4,2,2,4,2,5,4,5,0.4,0.53,0.67,0.53,0.93
25,"Female","RU",3,5,5,2,2,2,4,5,4,3,4,3,5,4,5,0.87,0.4,0.87,0.67,0.93
14,"Female","US",2,1,2,3,4,3,2,1,1,4,4,3,3,4,3,0.33,0.67,0.27,0.73,0.67
20,"Female","UG",1,5,2,4,1,1,5,5,5,5,4,5,5,3,2,0.53,0.4,1,0.93,0.67
20,"Female","US",4,5,4,5,4,4,1,5,4,3,4,4,5,4,4,0.87,0.87,0.67,0.73,0.87
17,"Female","US",3,4,4,2,3,3,4,4,5,4,5,2,5,5,4,0.73,0.53,0.87,0.73,0.93
22,"Male","BR",3,3,2,4,4,5,4,4,3,2,3,2,4,4,4,0.53,0.87,0.73,0.47,0.8
30,"Female","US",2,3,2,4,4,3,5,5,5,4,5,5,5,3,4,0.47,0.73,1,0.93,0.8
29,"Female","US",3,3,5,1,3,2,3,5,3,1,1,3,5,5,5,0.73,0.4,0.73,0.33,1
22,"Female","US",2,4,3,2,3,1,4,3,3,5,4,4,5,4,3,0.6,0.4,0.67,0.87,0.8
15,"Female","GB",1,1,2,5,5,4,4,5,4,2,3,2,5,2,4,0.27,0.93,0.87,0.47,0.73
13,"Female","GB",3,3,2,5,5,5,4,4,2,2,3,3,2,2,3,0.53,1,0.67,0.53,0.47
14,"Female","US",1,3,2,4,4,4,3,5,4,4,2,3,5,5,5,0.4,0.8,0.8,0.6,1
18,"Female","US",2,3,3,2,4,2,4,4,3,4,4,3,4,4,3,0.53,0.53,0.73,0.73,0.73
38,"Male","PT",2,2,1,5,5,5,1,3,3,1,4,3,4,4,4,0.33,1,0.47,0.53,0.8
18,"Female","US",3,3,3,5,3,3,3,5,5,5,3,5,3,4,3,0.6,0.73,0.87,0.87,0.67
30,"Female","GB",2,3,2,4,5,4,4,4,4,4,5,3,5,4,4,0.47,0.87,0.8,0.8,0.87
19,"Female","GB",1,2,1,3,4,3,3,4,3,2,4,2,5,3,4,0.27,0.67,0.67,0.53,0.8
32,"Male","GB",4,3,4,4,5,2,4,5,4,3,5,4,5,4,4,0.73,0.73,0.87,0.8,0.87
18,"Male","AU",2,4,4,4,4,4,4,4,3,3,4,3,5,4,5,0.67,0.8,0.73,0.67,0.93
28,"Male","DE",1,3,2,1,3,1,3,3,4,3,5,3,5,3,5,0.4,0.33,0.67,0.73,0.87
55,"Female","US",3,5,5,3,5,2,5,5,4,4,5,3,5,3,5,0.87,0.67,0.93,0.8,0.87
31,"Male","CA",3,2,4,5,5,4,3,5,4,3,3,4,4,3,3,0.6,0.93,0.8,0.67,0.67
23,"Female","US",1,3,2,2,4,1,3,3,3,4,4,2,2,5,3,0.4,0.47,0.6,0.67,0.67
16,"Male","US",2,1,4,2,5,2,5,2,1,4,5,4,5,5,5,0.47,0.6,0.53,0.87,1
17,"Female","US",3,5,5,4,5,3,5,4,5,5,3,4,5,5,5,0.87,0.8,0.93,0.8,1
14,"Female","US",2,1,2,5,5,3,4,5,3,4,5,2,5,3,4,0.33,0.87,0.8,0.73,0.8
43,"Female","US",1,3,3,2,2,1,4,5,5,3,4,1,4,4,3,0.47,0.33,0.93,0.53,0.73
44,"Female","CA",3,4,3,5,5,4,4,5,4,4,5,5,4,5,4,0.67,0.93,0.87,0.93,0.87
21,"Female","ZA",4,2,4,4,4,2,5,5,4,5,4,5,5,5,5,0.67,0.67,0.93,0.93,1
22,"Female","FR",3,3,4,4,4,4,3,5,3,5,4,3,4,5,4,0.67,0.8,0.73,0.8,0.87
19,"Female","CA",2,4,3,4,4,3,5,5,2,4,3,4,2,3,2,0.6,0.73,0.8,0.73,0.47
42,"Female","CA",4,3,3,3,4,3,4,5,4,4,4,4,4,4,4,0.67,0.67,0.87,0.8,0.8
17,"Other","US",1,2,4,3,5,1,4,5,4,4,5,4,5,5,4,0.47,0.6,0.87,0.87,0.93
39,"Female","US",4,4,4,3,3,2,5,5,4,3,4,2,5,4,4,0.8,0.53,0.93,0.6,0.87
20,"Female","AR",1,2,2,5,5,5,4,4,2,4,4,1,4,3,3,0.33,1,0.67,0.6,0.67
18,"Male","US",2,4,3,4,4,2,3,2,3,5,3,4,3,4,4,0.6,0.67,0.53,0.8,0.73
14,"Male","US",5,3,4,3,2,1,3,1,3,5,5,3,4,5,5,0.8,0.4,0.47,0.87,0.93
18,"Male","MY",1,5,4,3,4,1,4,5,4,5,4,3,5,4,4,0.67,0.53,0.87,0.8,0.87
25,"Male","US",4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,0.8,0.73,0.8,0.67,0.73
17,"Male","US",1,2,1,1,2,1,2,1,2,4,4,4,1,4,2,0.27,0.27,0.33,0.8,0.47
21,"Male","US",2,3,2,4,3,3,4,4,5,3,4,3,4,4,5,0.47,0.67,0.87,0.67,0.87
13,"Female","CA",1,3,2,4,5,1,3,4,4,4,5,4,3,4,2,0.4,0.67,0.73,0.87,0.6
36,"Male","US",5,5,5,2,3,2,5,2,2,2,3,4,4,5,4,1,0.47,0.6,0.6,0.87
17,"Male","CA",1,2,1,3,5,2,2,3,3,2,4,2,3,4,3,0.27,0.67,0.53,0.53,0.67
30,"Female","US",1,1,1,4,5,4,1,3,1,3,4,4,4,3,4,0.2,0.87,0.33,0.73,0.73
24,"Female","HK",2,4,3,5,5,5,4,3,3,4,4,5,2,2,2,0.6,1,0.67,0.87,0.4
16,"Female","BR",1,2,2,3,3,3,3,4,3,2,4,1,5,3,3,0.33,0.6,0.67,0.47,0.73
16,"Female","CO",2,3,3,1,3,2,5,5,4,3,4,1,5,5,4,0.53,0.4,0.93,0.53,0.93
51,"Male","US",2,2,2,4,5,5,3,3,3,4,4,3,2,3,2,0.4,0.93,0.6,0.73,0.47
20,"Male","PK",4,5,5,2,2,2,5,5,4,5,5,5,4,4,4,0.93,0.4,0.93,1,0.8
43,"Male","US",4,4,4,4,5,4,5,5,4,2,5,4,5,5,5,0.8,0.87,0.93,0.73,1
25,"Male","US",1,2,1,4,5,2,2,4,5,4,5,3,4,5,5,0.27,0.73,0.73,0.8,0.93
28,"Male","US",5,2,5,5,5,5,5,4,3,4,4,4,5,4,5,0.8,1,0.8,0.8,0.93
13,"Female","US",2,2,3,3,5,3,4,5,4,5,5,3,3,5,4,0.47,0.73,0.87,0.87,0.8
49,"Female","NZ",2,5,4,3,5,5,4,5,4,5,5,4,5,5,5,0.73,0.87,0.87,0.93,1
17,"Male","AE",4,4,5,3,3,3,5,5,3,4,4,3,5,5,5,0.87,0.6,0.87,0.73,1
19,"Female","US",1,3,2,5,4,3,3,3,3,4,3,3,3,3,3,0.4,0.8,0.6,0.67,0.6
37,"Female","IN",1,1,2,4,5,5,4,5,4,4,5,5,5,3,3,0.27,0.93,0.87,0.93,0.73
23,"Male","PH",1,3,5,5,4,5,5,5,3,3,4,4,3,4,5,0.6,0.93,0.87,0.73,0.8
21,"Male","MY",2,3,2,3,5,4,4,3,2,2,4,2,4,4,4,0.47,0.8,0.6,0.53,0.8
29,"Female","CA",1,4,4,5,5,5,4,2,3,4,5,5,5,3,3,0.6,1,0.6,0.93,0.73
24,"Female","US",4,5,5,4,5,4,5,5,5,2,5,3,5,4,4,0.93,0.87,1,0.67,0.87
16,"Female","PH",1,1,1,5,5,5,2,5,1,3,5,5,5,5,5,0.2,1,0.53,0.87,1
17,"Male","US",4,4,2,1,1,1,2,3,2,5,5,2,4,4,3,0.67,0.2,0.47,0.8,0.73
20,"Male","IN",3,4,2,2,4,2,5,2,3,4,4,3,4,4,4,0.6,0.53,0.67,0.73,0.8
21,"Male","MY",1,2,1,2,4,2,3,3,1,4,4,4,3,4,3,0.27,0.53,0.47,0.8,0.67
17,"Female","PH",5,4,5,4,5,4,5,3,5,3,3,4,3,4,3,0.93,0.87,0.87,0.67,0.67
60,"Male","US",5,5,5,4,4,4,5,4,4,5,4,4,5,5,5,1,0.8,0.87,0.87,1
22,"Female","IN",3,5,5,2,5,5,4,5,3,5,2,5,5,4,5,0.87,0.8,0.8,0.8,0.93
44,"Male","US",4,1,1,5,4,5,1,2,4,3,4,4,5,4,4,0.4,0.93,0.47,0.73,0.87
58,"Female","US",3,5,4,3,3,3,4,4,5,4,3,3,4,4,4,0.8,0.6,0.87,0.67,0.8
16,"Female","US",2,2,3,4,5,4,5,2,1,4,5,5,5,5,5,0.47,0.87,0.53,0.93,1
16,"Male","NZ",4,5,5,4,4,1,5,5,4,4,4,2,5,5,5,0.93,0.6,0.93,0.67,1
19,"Female","US",1,2,1,5,5,4,1,3,2,2,3,3,5,4,5,0.27,0.93,0.4,0.53,0.93
46,"Female","US",1,3,4,2,2,3,4,2,2,2,3,2,5,2,5,0.53,0.47,0.53,0.47,0.8
21,"Female","IN",4,5,4,3,4,3,5,4,4,4,4,3,3,5,4,0.87,0.67,0.87,0.73,0.8
21,"Female","IN",5,1,1,1,5,5,1,5,5,1,5,1,5,5,5,0.47,0.73,0.73,0.47,1
23,"Female","US",2,3,5,5,5,4,4,4,3,4,5,3,5,4,4,0.67,0.93,0.73,0.8,0.87
18,"Female","PH",3,4,4,2,3,1,5,5,3,4,5,4,3,5,2,0.73,0.4,0.87,0.87,0.67
16,"Male","AU",3,2,2,2,2,4,1,3,4,3,5,3,4,5,5,0.47,0.53,0.53,0.73,0.93
22,"Female","MY",3,4,4,3,3,2,2,4,4,3,2,3,2,2,2,0.73,0.53,0.67,0.53,0.4
24,"Female","ID",3,5,5,1,1,2,5,4,3,3,3,2,2,4,2,0.87,0.27,0.8,0.53,0.53
21,"Female","US",2,2,2,5,5,4,4,2,2,5,5,5,5,5,5,0.4,0.93,0.53,1,1
39,"Female","NZ",1,1,4,2,2,1,2,2,4,3,4,1,4,4,4,0.4,0.33,0.53,0.53,0.8
18,"Female","IN",4,3,5,5,5,5,5,4,5,3,4,4,5,4,4,0.8,1,0.93,0.73,0.87
20,"Male","ID",2,4,3,4,5,5,4,5,3,4,4,4,5,3,2,0.6,0.93,0.8,0.8,0.67
20,"Male","ID",2,4,3,4,5,4,4,5,4,4,5,4,4,3,3,0.6,0.87,0.87,0.87,0.67
47,"Male","IN",1,3,3,2,2,5,5,5,5,5,5,5,5,5,5,0.47,0.6,1,1,1
17,"Female","PH",3,4,4,2,2,1,5,5,5,3,5,5,5,4,5,0.73,0.33,1,0.87,0.93
23,"Male","RO",3,4,4,2,4,2,4,2,2,4,5,4,4,5,5,0.73,0.53,0.53,0.87,0.93
22,"Female","US",3,3,3,4,4,3,3,3,3,5,5,2,5,5,5,0.6,0.73,0.6,0.8,1
22,"Male","US",2,2,4,5,5,5,3,4,2,3,4,4,5,4,5,0.53,1,0.6,0.73,0.93
18,"Male","PH",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0.2,1,1,1
23,"Male","AU",1,2,3,3,4,4,5,3,2,2,4,2,3,2,4,0.4,0.73,0.67,0.53,0.6
27,"Male","US",3,1,1,1,5,1,5,5,1,5,5,5,5,5,4,0.33,0.47,0.73,1,0.93
37,"Male","RU",2,3,2,2,3,2,5,3,3,3,3,2,4,3,4,0.47,0.47,0.73,0.53,0.73
26,"Female","GB",3,5,5,2,4,2,4,4,5,3,3,4,4,2,4,0.87,0.53,0.87,0.67,0.67
15,"Male","GB",1,3,4,4,5,2,3,4,4,1,4,2,4,4,5,0.53,0.73,0.73,0.47,0.87
27,"Male","ZA",2,3,5,2,3,2,5,2,3,4,5,3,5,5,5,0.67,0.47,0.67,0.8,1
57,"Female","CA",1,3,3,4,5,3,5,5,3,3,5,3,5,4,3,0.47,0.8,0.87,0.73,0.8
23,"Male","IN",3,4,3,2,3,1,4,4,4,5,5,4,3,4,3,0.67,0.4,0.8,0.93,0.67
19,"Female","ID",3,4,3,5,4,3,4,4,3,4,3,2,3,4,3,0.67,0.8,0.73,0.6,0.67
15,"Female","AU",2,2,2,5,5,4,5,5,3,3,4,3,5,4,3,0.4,0.93,0.87,0.67,0.8
19,"Female","ID",3,4,4,3,4,3,4,4,3,3,3,3,3,4,3,0.73,0.67,0.73,0.6,0.67
16,"Male","GB",4,5,5,1,4,1,4,4,4,3,4,3,5,5,5,0.93,0.4,0.8,0.67,1
23,"Male","RO",2,3,1,3,4,3,4,2,2,4,4,4,4,4,2,0.4,0.67,0.53,0.8,0.67
17,"Female","ZA",2,4,4,5,5,5,5,3,5,2,5,5,5,5,5,0.67,1,0.87,0.8,1
20,"Male","HK",1,2,2,5,4,4,2,2,2,3,4,4,1,1,1,0.33,0.87,0.4,0.73,0.2
23,"Female","ZA",3,4,4,3,4,3,4,5,4,5,4,5,3,4,4,0.73,0.67,0.87,0.93,0.73
38,"Female","CN",2,5,2,3,4,2,5,5,2,4,5,5,5,5,5,0.6,0.6,0.8,0.93,1
24,"Female","IN",5,3,4,3,2,3,3,3,4,5,4,4,4,5,4,0.8,0.53,0.67,0.87,0.87
21,"Male","LT",2,3,4,3,4,2,4,2,2,5,4,4,5,5,4,0.6,0.6,0.53,0.87,0.93
37,"Female","AU",1,1,1,5,5,4,5,4,4,3,3,2,1,2,2,0.2,0.93,0.87,0.53,0.33
